                                                    car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                    
 AC-1200013-88A7166BEFFA4148B95803BE8C2BF74C;431.936;AC;Acrelândia;0.4319;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-D0CCBB067B4F4207AB06D6FF208B0CB3;60.214;AC;Acrelândia;0.0602;IRU;AT;Aguardando análise
 AC-1200013-A7AE524BFF8644C48B38CC7743D19852;416.791;AC;Acrelândia;0.4168;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-1DEC07E4BE534089A19A008C308FEAFA;558.353;AC;Acrelândia;0.5584;IRU;AT;Aguardando análise
 AC-1200013-09477E64C5CE43AE8E3253D25B90E2BA;674.082;AC;Acrelândia;0.6741;IRU;AT;Aguardando analise
 AC-1200013-E4B58BBEDEFD4636BB3FF7183671599D;645.558;AC;Acrelândia;0.6456;IRU;AT;Em análise
 AC-1200013-63F581270C864E15BEA558B321D59EF4;60.576;AC;Acrelândia;0.0606;IRU;AT;Aguardando análise
 AC-1200013-DB42E79A7E464687B2CA657847A3C519;741.323;AC;Acrelândia;0.7413;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-23FDD27C36CD41CA9EE342350D3B0D70;691.854;AC;Acrelândia;0.6919;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-DA9FB3D8B76D4F5BA72D4651B420C983;140.202;AC;Acrelândia;0.1402;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-2D8267E9D950470FAA0A762B5FDADFC2;84.188;AC;Acrelândia;0.0842;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-3C888F855D75430290E3399CEB227C60;680.286;AC;Acrelândia;0.6803;IRU;AT;Aguardando analise
 AC-1200013-8C9BF06875254593B07029412D7B3A20;318.750;AC;Acrelândia;0.3187;IRU;AT;Analisado sem pendências
 AC-1200013-E3D805AACC1D4DDD8B18A489B053F904;1.267.234;AC;Acrelândia;12.672;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-08981C7A586C473EA7CE0281728EEC69;446.823;AC;Acrelândia;0.4468;IRU;AT;Em análise
 AC-1200013-1B7DF29EB5144F8293DAD8E72627778E;940.326;AC;Acrelândia;0.9403;IRU;AT;Aguardando análise
 AC-1200013-5E5CAC552AF14852A1CF9C8F75A97CCF;486.501;AC;Acrelândia;0.4865;IRU;AT;Em análise
 AC-1200013-8A90796BE22D4850897FF9BCF96E1530;337.945;AC;Acrelândia;0.3379;IRU;AT;Aguardando analise
 AC-1200013-F833457983BA40FC853CE2B724F980DE;987.789;AC;Acrelândia;0.9878;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-977D4FCC12644082B2EAF361A626E11B;921.824;AC;Acrelândia;0.9218;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-B1F5932F137F4186A4F1E7D5BB54CFFF;1.008.591;AC;Acrelândia;10.086;IRU;AT;Aguardando análise
 AC-1200013-52FA85CE99B74AC8B1884F44D76E4A56;876.277;AC;Acrelândia;0.8763;IRU;AT;Em análise
 AC-1200013-8E60F1B7E7FD4AD49787D75DD9A303AF;113.585;AC;Acrelândia;0.1136;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-E844AD5790314754B651AAC15DF02AE1;108.869;AC;Acrelândia;0.1089;IRU;AT;Aguardando analise
 AC-1200013-BD8BA03A103C400899A84BF47B21D5E6;818.686;AC;Acrelândia;0.8187;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-186A147EE30C41FBB7D32F853490FF5E;103.429;AC;Acrelândia;0.1034;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-68F454B86ACF4E86B22645CE168836E3;306.952;AC;Acrelândia;0.307;IRU;PE;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-D8F1445A65B646DEAA407A575724262F;296.326;AC;Acrelândia;0.2963;IRU;AT;Aguardando analise
 AC-1200013-1BD2B449DB4A443A9E959C284EB9DE70;506.050;AC;Acrelândia;0.5061;IRU;AT;Aguardando analise
 AC-1200013-873CA803A2054D5EB6971C30E9320BAF;931.973;AC;Acrelândia;0.932;IRU;AT;Aguardando analise
 AC-1200013-260239E8404A4F9B880FB4033DA33070;810.465;AC;Acrelândia;0.8105;IRU;AT;Aguardando analise
 AC-1200013-317007D168284D1FB1DE4AFC4E5CCA86;391.484;AC;Acrelândia;0.3915;IRU;PE;Aguardando analise
 AC-1200013-5329F13C04174B13AC51D0E56342C530;684.280;AC;Acrelândia;0.6843;IRU;AT;Aguardando análise
 AC-1200013-EACA96B8EA1A414CB6F485A450831663;936.119;AC;Acrelândia;0.9361;IRU;AT;Em análise
 AC-1200013-63B7A5FA447947EAAF9A5CCE1C8F7ABA;632.032;AC;Acrelândia;0.632;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-CEA5C109B6D24A6581877E0D5FD080FB;587.533;AC;Acrelândia;0.5875;IRU;AT;Aguardando analise
 AC-1200013-77E0C058B17F4CB9828F796EFF1D5155;632.932;AC;Acrelândia;0.6329;IRU;AT;Aguardando analise
 AC-1200013-98174011F2424F97BA4D383BD4A67A46;702.682;AC;Acrelândia;0.7027;IRU;AT;Em análise
 AC-1200013-39BC02B154194493AF8D05DB3CFFDC28;3.200.624;AC;Acrelândia;32.006;IRU;AT;Aguardando análise
 AC-1200013-7869FFBB3AC243E19E47EEE9611CDAFB;612.172;AC;Acrelândia;0.6122;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-05EC0543D42A4317BF0FB7C6DE0485F9;52.196;AC;Acrelândia;0.0522;IRU;AT;Aguardando analise
 AC-1200013-B2A648D71CB14A30B690867789533F88;751.456;AC;Acrelândia;0.7515;IRU;AT;Aguardando análise
 AC-1200013-09F1F39B4A044F38B6602A6763BB0892;430.006;AC;Acrelândia;0.43;IRU;AT;Em análise
 AC-1200013-3311C3E34C01464AA14B2944A109E062;1.008.595;AC;Acrelândia;10.086;IRU;AT;Em análise
 AC-1200013-64C750C7796447559000BD409CD4BFF0;300.156;AC;Acrelândia;0.3002;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-77E742452D3E409FA5E3890703065DFC;315.150;AC;Acrelândia;0.3152;IRU;AT;Em análise
 AC-1200013-50A14D5F492F4F538171B89072D2A2E0;61.263;AC;Acrelândia;0.0613;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-D054D3B2A5F6447593FA316675C30F34;276.047;AC;Acrelândia;0.276;IRU;AT;Em análise
 AC-1200013-B4A9DD8E83B543E29A8569F3A3D85701;60.444;AC;Acrelândia;0.0604;IRU;AT;Em análise
 AC-1200013-E0115EA82E0B4E6B96A4D835319BC80C;2.631.189;AC;Acrelândia;26.312;IRU;PE;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-1A6A27B8017840248B459BC05BFDE76B;536.907;AC;Acrelândia;0.5369;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-66354967E17E48C3BC71421C5D0CCACA;1.210.970;AC;Acrelândia;12.110;IRU;AT;Aguardando análise
 AC-1200013-785FDEB9255041F1817792550DE14364;411.924;AC;Acrelândia;0.42;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-5D76907AF61D4C78B7E38F43609FA099;601.734;AC;Acrelândia;0.6017;IRU;AT;Aguardando análise
 AC-1200013-92A053D21BE1498AA0421765C7A523E4;468.485;AC;Acrelândia;0.4685;IRU;AT;Em análise
 AC-1200013-4D3021DE89024C8A9D1ACDBFF7BD1660;478.266;AC;Acrelândia;0.4783;IRU;AT;Em análise
 AC-1200013-505BC283594F469691246E67C17C8212;42.004;AC;Acrelândia;0.042;IRU;PE;Aguardando analise
 AC-1200013-71EFBF696D904A10A6EFED5F0ADDC308;47.541;AC;Acrelândia;0.0475;IRU;AT;Em análise
 AC-1200013-6EB77789F86B4722AC98E690AA572E40;539.041;AC;Acrelândia;0.539;IRU;AT;Em análise
 AC-1200013-99CC2FD3536E4522B41026E07471B1EC;532.330;AC;Acrelândia;0.5323;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-FEA8FEFA3B3E4439B6FC1C62365C1D98;381.467;AC;Acrelândia;0.3815;IRU;AT;Em análise
 AC-1200013-DDB38C7409754F258D8BF669BAE1A4F6;501.361;AC;Acrelândia;0.5014;IRU;AT;Em análise
 AC-1200013-C2917B95A4324727980EDBBC416A5FE4;451.862;AC;Acrelândia;0.4519;IRU;AT;Em análise
 AC-1200013-D50770F59FAD4055A6E1CF3059C56AC4;259.354;AC;Acrelândia;0.2594;IRU;AT;Em análise
 AC-1200013-A0CC0CA264514E64A104BB64C98B57D1;412.352;AC;Acrelândia;0.4124;IRU;AT;Em análise
 AC-1200013-4DBD676ECE6D497AA644AFDDB501454C;591.107;AC;Acrelândia;0.5911;IRU;AT;Em análise
 AC-1200013-3D49BA57C05B4600B2EA48AC59F436EB;6.215.670;AC;Acrelândia;62.157;IRU;AT;Aguardando análise
 AC-1200013-36C38794D95244E5A4094EAF21D947CA;721.126;AC;Acrelândia;0.7211;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-F4666A6E345D4A9A96793BE585843AB2;274.007;AC;Acrelândia;0.2739;IRU;AT;Em análise
 AC-1200013-D3A8C7E2D888408CB4C6AA3535F06068;601.598;AC;Acrelândia;0.6016;IRU;AT;Aguardando analise
 AC-1200013-1A43A406D995428E9293E769809FFAFB;178.481;AC;Acrelândia;0.1785;IRU;AT;Em análise
 AC-1200013-4180A89F3A8A4DC08BA20EA16CDC2BB4;154.097;AC;Acrelândia;0.1541;IRU;AT;Em análise
 AC-1200013-21A32C5102AE4E40B3B28C4100165D61;264.510;AC;Acrelândia;0.2645;IRU;AT;Em análise
 AC-1200013-FEDE06AF354C484991F88031781ABC28;152.872;AC;Acrelândia;0.1529;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-0C667DCFFA294614AEB2ADA660012469;926.316;AC;Acrelândia;0.9263;IRU;AT;Aguardando analise
 AC-1200013-58CAA6ECA855437690787E8BD83E7DA1;514.491;AC;Acrelândia;0.5145;IRU;AT;Em análise
 AC-1200013-643BEF7DC76F47D597A8B32C048E78FA;827.848;AC;Acrelândia;0.8279;IRU;AT;Em análise
 AC-1200013-FCAD4E84B42343A8AFA6149A8714FD2D;698.626;AC;Acrelândia;0.6986;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-71D107F0D0494FF58F5CDAB481D14CA1;722.190;AC;Acrelândia;0.7222;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-DE85F4BD05354C9ABC8669BBAB3EBFDA;234.086;AC;Acrelândia;0.2341;IRU;AT;Em análise
 AC-1200013-83C68C0CA8B34D2BB3192908B4692597;3.431.396;AC;Acrelândia;34.314;IRU;AT;Aguardando analise
 AC-1200013-8062DDD4EACE477AAB2C6187088C498C;3.430.611;AC;Acrelândia;34.306;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-C7450295BCC8401D85A2FACC3ED905FA;854.093;AC;Acrelândia;0.8541;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-A4B097CA57494BA4BCFCF2D4C12AB032;141.440;AC;Acrelândia;0.1414;IRU;AT;Aguardando analise
 AC-1200013-3CFD95A7548E429D93EEF26ADC3FF0D7;301.688;AC;Acrelândia;0.3017;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-977E939F142B4A11BCAEDB6A84E8A29D;709.815;AC;Acrelândia;0.7098;IRU;AT;Aguardando analise
 AC-1200013-1279CE21EA694E9489C48400319F96A7;219.075;AC;Acrelândia;0.2191;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-A6581BD99B4642A1AFFE069342400D0D;965.838;AC;Acrelândia;0.9658;IRU;AT;Aguardando analise
 AC-1200013-8D64FD7D9186456F8647FFE2BD976F75;661.138;AC;Acrelândia;0.6611;IRU;AT;Aguardando analise
 AC-1200013-B39FB6D3858B4C8EAF4A19C4B059FD92;655.316;AC;Acrelândia;0.6553;IRU;AT;Aguardando analise
 AC-1200013-21FA032BD8E3418D896F90668D24F26B;678.482;AC;Acrelândia;0.6785;IRU;AT;Aguardando analise
 AC-1200013-5D1F17F5A4574D5EBE5C2832D8BAED83;635.672;AC;Acrelândia;0.6357;IRU;AT;Em análise
 AC-1200013-5F97C660DAC74850B20849163A833261;692.481;AC;Acrelândia;0.6925;IRU;AT;Em análise
 AC-1200013-C7E88432D6A34C928883FC15DE803E0D;397.670;AC;Acrelândia;0.3977;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-0D399A7A677145EBB766C2C53BA86280;527.829;AC;Acrelândia;0.5278;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-0B96226CA04E45E09CE5C960A3EEC6E2;541.820;AC;Acrelândia;0.5418;IRU;AT;Aguardando analise
 AC-1200013-095425F95274461BA081F6B81393B9F0;633.694;AC;Acrelândia;0.6337;IRU;AT;Aguardando analise
 AC-1200013-9E52C040DAFC493C89638C4F447046C9;84.647;AC;Acrelândia;0.0846;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-F5947BF93DB64A5E96927B3AA9E0B3C1;414.685;AC;Acrelândia;0.4147;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-E938D667814E47C89A63D465EBC0BEF2;427.605;AC;Acrelândia;0.4276;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-C2068673183245389579ECF98C4B7EE4;429.399;AC;Acrelândia;0.4294;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-70DB029A7FA94D6482B4F3D930670882;770.178;AC;Acrelândia;0.7702;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-7C270888CDBF416887A5BDD1D901417D;666.955;AC;Acrelândia;0.667;IRU;AT;Aguardando analise
 AC-1200013-AF2D48F355174F48B42FDACE191BE61D;1.257.088;AC;Acrelândia;12.571;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-0E73E7CDC05546B9B6BE4F526E0D58CA;741.096;AC;Acrelândia;0.7411;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-207CC3EF288F4F649EAA5B457FC4758C;879.276;AC;Acrelândia;0.8793;IRU;AT;Em análise
 AC-1200013-920778CBFD5545F491A25827ACB2650D;71.557;AC;Acrelândia;0.0716;IRU;PE;Aguardando analise
 AC-1200013-729EE3BC90D442D093D37753D9BC06FE;662.126;AC;Acrelândia;0.6621;IRU;AT;Aguardando analise
 AC-1200013-69EB1DD7437A4C989867BF78B36B9CB3;622.386;AC;Acrelândia;0.6224;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-491A15F217884F65A6373AD81E30DA3C;532.801;AC;Acrelândia;0.5328;IRU;AT;Aguardando analise
 AC-1200013-F6DE75CDA89C4761A0E488F71A1E3459;145.511;AC;Acrelândia;0.1455;IRU;AT;Aguardando analise
 AC-1200013-4D41800080C74C828B069C81E60F8C77;486.772;AC;Acrelândia;0.4868;IRU;AT;Aguardando analise
 AC-1200013-6E32768B777A43CE92F9D4044A0D4360;425.548;AC;Acrelândia;0.4255;IRU;PE;Aguardando analise
 AC-1200013-393A500979C742D99F0523426089C51B;403.878;AC;Acrelândia;0.4039;IRU;AT;Aguardando analise
 AC-1200013-1B3F988C950A47639E45D6223B67BB15;406.721;AC;Acrelândia;0.4067;IRU;PE;Aguardando analise
 AC-1200013-79D1B8D3E45E4714B9A0AACEF054BC4C;252.264;AC;Acrelândia;0.2523;IRU;AT;Aguardando analise
 AC-1200013-4EFF92EABA0847B58B643771F7A27F86;550.704;AC;Acrelândia;0.5507;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-F4552B584854412793F3374D79CE8661;1.257.847;AC;Acrelândia;12.578;IRU;AT;Em análise
 AC-1200013-10D9E502B7514312BFB3DEE3447C63B5;525.678;AC;Acrelândia;0.5257;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-BC9F7325B67842CC911846C6B9F38B7E;160.129;AC;Acrelândia;0.1601;IRU;AT;Aguardando analise
 AC-1200013-20679F57801C407E8D3871E85D65D1CC;694.752;AC;Acrelândia;0.6948;IRU;AT;Aguardando analise
 AC-1200013-DC03295847674916BCC16732039448B4;1.057.427;AC;Acrelândia;10.574;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-FF9082BF35234326A9888D16B82FA69A;362.796;AC;Acrelândia;0.3628;IRU;AT;Em análise
 AC-1200013-7434C2BC7A164CC18F907FB7536D69C8;362.206;AC;Acrelândia;0.3622;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-F1B3D5190AF44013A99E45739ECFC73A;459.373;AC;Acrelândia;0.4594;IRU;AT;Em análise
 AC-1200013-19F1567AFC624FAA8C01E8DB5E60B163;632.017;AC;Acrelândia;0.632;IRU;PE;Aguardando analise
 AC-1200013-314C23C011A940CAB788D8883D5E06B3;252.554;AC;Acrelândia;0.2526;IRU;AT;Aguardando analise
 AC-1200013-9DF18545D5BC4D0DA01B50EDE7007EFE;320.995;AC;Acrelândia;0.321;IRU;PE;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-7FA567F5B8B34DF2A118615474EF8D97;487.014;AC;Acrelândia;0.487;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-F33F5C281DDD497A89BDC1FE39F1CDF4;39.014;AC;Acrelândia;0.039;IRU;AT;Em análise
 AC-1200013-63FB7C05D7794EA38982BC3645BC5E44;500.586;AC;Acrelândia;0.5006;IRU;AT;Aguardando analise
 AC-1200013-7CD5C273800644BFB6BFD423A96C4AE0;563.981;AC;Acrelândia;0.564;IRU;AT;Em análise
 AC-1200013-889DB36A33AA4ED6AD0CA6CBBFE36423;834.665;AC;Acrelândia;0.8347;IRU;AT;Aguardando análise
 AC-1200013-6C4C026320F748CBA8C141B1C78038C2;590.856;AC;Acrelândia;0.5909;IRU;AT;Aguardando analise
 AC-1200013-CFEF970C6E954F18AFA812E468925A0E;742.260;AC;Acrelândia;0.7423;IRU;AT;Aguardando analise
 AC-1200013-1C88978D133B4432A7D720F019938C21;438.284;AC;Acrelândia;0.4383;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-0554E41E452743AB8145FA4C8F8A5C42;4.485.260;AC;Acrelândia;44.853;IRU;AT;Aguardando análise
 AC-1200013-55189FCEFC934AA4B9274EB4F91FD6CD;369.032;AC;Acrelândia;0.369;IRU;AT;Aguardando analise
 AC-1200013-498B7D8B5EB644F1A8537E50C3E9C7D8;370.737;AC;Acrelândia;0.3707;IRU;AT;Aguardando analise
 AC-1200013-0C5397362D67432384D963EA0D879433;60.988;AC;Acrelândia;0.061;IRU;AT;Aguardando analise
 AC-1200013-E2C3984AFA1C4CDCBB2531B1346C02A2;482.849;AC;Acrelândia;0.4828;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-C020575ABD6547CCA39E680F7A1F248C;1.387.658;AC;Acrelândia;13.877;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-E1A349833F724B7DA0BFFE4CA52C07B7;277.129;AC;Acrelândia;0.2771;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B1FFE480627C48A492869D8A92516FF5;125.018;AC;Acrelândia;0.125;IRU;AT;Aguardando analise
 AC-1200013-C3CB36D3A2A64F60B42FEF2019C8FE69;592.693;AC;Acrelândia;0.5927;IRU;AT;Em análise
 AC-1200013-89FCC4D5485346269B156AF7354D9EA1;648.103;AC;Acrelândia;0.6481;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-98308DE45D104FD1879514F34CE9CEC7;473.023;AC;Acrelândia;0.473;IRU;AT;Aguardando analise
 AC-1200013-D42BDEA97F8A4952A956ECF94A657EA7;975.337;AC;Acrelândia;0.9753;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-07F512E5562840F8923A8C6D0A82C1A7;318.945;AC;Acrelândia;0.3189;IRU;AT;Aguardando analise
 AC-1200013-83ADF2E25794459DB5C94EA0A95C4BED;728.381;AC;Acrelândia;0.7284;IRU;AT;Aguardando analise
 AC-1200013-241B1668D0344A2D8C8740AFBC62243B;523.432;AC;Acrelândia;0.5234;IRU;AT;Aguardando analise
 AC-1200013-3BF4ADF5A9034E6F9049A62C04656CCE;495.449;AC;Acrelândia;0.4954;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-6397343415684C1285E0BC00B8FBE54D;555.273;AC;Acrelândia;0.5553;IRU;AT;Aguardando analise
 AC-1200013-A9389E2B139D4F3BBC61F59CB518AE30;59.437;AC;Acrelândia;0.0594;IRU;AT;Aguardando analise
 AC-1200013-DBFDCFE7ED43449CB24FB117F3A61C4C;430.118;AC;Acrelândia;0.4301;IRU;AT;Aguardando analise
 AC-1200013-C39AA9BA231E4375B7384D5D1629759C;367.361;AC;Acrelândia;0.3674;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-2B001EC2C5D54D47B229C8E66076B61E;387.499;AC;Acrelândia;0.3875;IRU;AT;Em análise
 AC-1200013-A2943677A80444CBACE6B8D2797619FC;249.718;AC;Acrelândia;0.2497;IRU;PE;Aguardando analise
 AC-1200013-3C5CEC65D45243089F967FF989FC8B40;510.558;AC;Acrelândia;0.5106;IRU;AT;Aguardando analise
 AC-1200013-39D7EB53379F45B7B3484E89F225F64D;292.254;AC;Acrelândia;0.2923;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-E454568CE3EA4A2893E20A9FE40C3265;23.735.746;AC;Acrelândia;237.357;IRU;AT;Aguardando analise
 AC-1200013-F2C8F176B4C340D7A2D9FD1461E6866B;21.930.528;AC;Acrelândia;219.305;IRU;AT;Aguardando analise
 AC-1200013-23A575381AC04658A8CAFE5D7ACD3D1F;727.653;AC;Acrelândia;0.7277;IRU;AT;Aguardando analise
 AC-1200013-D653945F9A0C456190E0C0B086400A40;716.892;AC;Acrelândia;0.7169;IRU;AT;Aguardando analise
 AC-1200013-71991BD1DD1A44BE895988B3116B1FB7;120.250;AC;Acrelândia;0.1202;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B50868EF8C62431399096CC6946A3944;745.387;AC;Acrelândia;0.7454;IRU;AT;Aguardando analise
 AC-1200013-F65164B7716C494AABCE8740550BA3E9;375.856;AC;Acrelândia;0.3759;IRU;AT;Aguardando analise
 AC-1200013-7E53E8A234E140EA9A59772E72F5F2D5;3.311.950;AC;Acrelândia;33.120;IRU;AT;Aguardando analise
 AC-1200013-7075FFD5CAB6415E84CE94663EC0ED06;178.588;AC;Acrelândia;0.1786;IRU;AT;Aguardando analise
 AC-1200013-E821E7DDB628415494E4507654E8C655;61.283;AC;Acrelândia;0.0613;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-2DB3FCB7BB3141AFA43035D53A44BEAC;636.821;AC;Acrelândia;0.6368;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-3691A2969CD640CE967D0D0361D73C98;497.548;AC;Acrelândia;0.4975;IRU;AT;Em análise
 AC-1200013-39042BC9FB5949BEB0FECCD9E65565DD;392.734;AC;Acrelândia;0.3927;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-67BF95AC16694599997A0A205CA921DC;286.466;AC;Acrelândia;0.2865;IRU;AT;Aguardando analise
 AC-1200013-348B44F2F91343D19DD5D1952782F2AF;312.939;AC;Acrelândia;0.3129;IRU;AT;Aguardando analise
 AC-1200013-019DD67F435F4677A59CC1FE5F00A1A6;254.068;AC;Acrelândia;0.2541;IRU;AT;Aguardando analise
 AC-1200013-09BDAA9142AD4748832DB5DDC05A336E;720.271;AC;Acrelândia;0.73;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-90FE514D80EE40F099DE926A92636541;1.481.113;AC;Acrelândia;14.751;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-85A9FDF1F1734521B81389A751D82B49;406.281;AC;Acrelândia;0.4063;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-575D11D97D1644518148FBE0FC7E2EA0;437.677;AC;Acrelândia;0.4377;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-75FA1A7EF4B046DDA257DF74E8E16523;426.099;AC;Acrelândia;0.4261;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-8154460149254027A4552558539068DA;1.160.055;AC;Acrelândia;11.601;IRU;AT;Aguardando analise
 AC-1200013-8190EEAD62194A078A380BD8BC6FF7A9;474.476;AC;Acrelândia;0.4745;IRU;PE;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-E27F51DE2F9D4AA4962C943641D4FF8F;413.448;AC;Acrelândia;0.4134;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-9CB5E75AAE424787B39739FC37070282;479.116;AC;Acrelândia;0.4791;IRU;AT;Aguardando analise
 AC-1200013-F4D9A9F6D67348A8829FB5E49486A91D;408.876;AC;Acrelândia;0.4089;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-39B3E8921A3E406482B609F399C0AFB1;395.257;AC;Acrelândia;0.3953;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-C12D7EC889FA496BB0E708C3B7B55C8C;410.782;AC;Acrelândia;0.4108;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-8D942477274945EB9847D43B1AA39EF2;767.096;AC;Acrelândia;0.7671;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-106E37AA8B614BDA91F87C6D6CCEAB3D;363.204;AC;Acrelândia;0.3632;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-A431AD1ABD8D42A98E31976B7154DDCF;635.619;AC;Acrelândia;0.6356;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-1F02DD692DA64BDFB879F2E59612868C;407.815;AC;Acrelândia;0.4078;IRU;AT;Em análise
