Nome,X,Y,Estado,Municipio
Fazenda Marrecas VIII,"-49.46355","-24.64999",,
Sao Sebastiao VII,"-49.46295","-24.85938",,
Sao Sebastiao I,"-49.46274","-24.88086",,
Sao Sebastiao V,"-49.46168","-24.85422",,
Sao Sebastiao VIII,"-49.46136","-24.86053",,
Sao Sebastiao II,"-49.46102","-24.88364",,
Morro Grande II,"-49.46072","-24.91597",,
Morro Grande III,"-49.46059","-24.91795",,
Morro Grande I,"-49.46039","-24.91461",,
Ribeirao da ViaÉa∫va I,"-49.4589","-24.88723",,
Ribeirao da ViaÉa∫va II,"-49.45833","-24.88506",,
Sao Sebastiao IV,"-49.45824","-24.85269",,
Nene I,"-49.45722","-24.89074",,
Morro Grande IV,"-49.45631","-24.91989",,
Morro Grande V,"-49.4561","-24.92106",,
Sao Sebastiao III,"-49.45562","-24.85226",,
Ribeirinha I,"-49.45559","-24.89867",,
Ribeirinha II,"-49.45535","-24.90164",,
Arlei Santa I,"-49.4552","-24.89415",,
Morro Grande VI,"-49.45497","-24.92421",,
Sao Sebastiao IX,"-49.45468","-24.86791",,
Morro Grande XV,"-49.45458","-24.93206",,
Morro Grande VII,"-49.45452","-24.92881",,
Morro Grande VIII,"-49.45398","-24.93206",,
Fazenda Volta Grande II,"-49.45214","-24.84978",,
Morro Grande IX,"-49.45116","-24.93582",,
Fazenda Volta Grande I,"-49.44992","-24.84926",,
Pocinhos II,"-49.44838","-25.2277",,
Morro Grande X,"-49.44827","-24.93787",,
Fazenda Campo das Flores I,"-49.44814","-25.18404",,
Fazenda Timbutuva 4,"-49.44666","-25.4605",,
Pocinhos I,"-49.44665","-25.21972",,
Cal Chimelli II,"-49.44594","-25.20557",,
Morro Grande XI,"-49.44588","-24.93893",,
Fazenda Timbutuva 2,"-49.44579","-25.45824",,
Pocinhos III,"-49.44524","-25.23227",,
LaÉa∫cio Salvador,"-49.44455","-27.74345",,
Morro Grande XII,"-49.44399","-24.93891",,
Fazenda Timbutuva 3,"-49.44325","-25.45872",,
Salto da Bomba II,"-49.44319","-24.82152",,
Morro Grande XIII,"-49.44287","-24.9416",,
Fazenda TraÉa™s Amigos I,"-49.44278","-24.83831",,
Lageadinho I,"-49.44162","-24.81261",,
Salto da Bomba I,"-49.44162","-24.81261",,
Valdir Henckmaier,"-49.44149","-27.74848",,
Salto  da Bomba III,"-49.44146","-24.82543",,
Morro Grande XIV,"-49.44138","-24.94186",,
Ermelindo de Souza I,"-49.4402","-27.70275",,
Bomba I,"-49.43938","-24.83344",,
Salto da Bomba IV,"-49.43895","-24.82816",,
Santo AntaÉa¥nio I,"-49.43711","-24.94272",,
Edmundo Kossoski I,"-49.43679","-25.38837",,
LuaÉa≠s Sejanoski I,"-49.4363","-25.42227",,
Casemiro Gogola I,"-49.43576","-25.42574",,
Fazenda Timbutuva 1,"-49.43522","-25.44914",,
Chacara Capivara I,"-49.43416","-25.25323",,
Santo AntaÉa¥nio II,"-49.43381","-24.94521",,
agua Limpa I,"-49.43338","-24.94819",,
Ernesto Cropolato,"-49.43229","-24.78362",,
agua Limpa III,"-49.42916","-24.95284",,
Abrigo TraÉa™s Amigos I,"-49.4284","-24.84087",,
Taquara I,"-49.42668","-24.76961",,
Pouso Bonito I,"-49.42595","-24.95614",,
Abrigo da Janela,"-49.42561","-24.31352",,
Pouso Bonito II,"-49.42343","-24.95937",,
Pouso Bonito III,"-49.42048","-24.9578",,
Joao dos Santos 1,"-49.41922","-24.73423",,
Fitz I,"-49.4179","-24.72857",,
Fazenda Sao Vicente I,"-49.41703","-25.01853",,
Retiro I,"-49.41599","-25.01491",,
Pedro Machado de Bonfim I,"-49.41392","-25.00234",,
Barra de Santa Rita I,"-49.41195","-25.28121",,
Josiel Bouard I,"-49.4111","-24.71974",,
Barra do Teixeira I,"-49.41107","-24.722",,
Fazenda Bueno I,"-49.41065","-24.99056",,
Fazenda Sao Joao I,"-49.40737","-25.06095",,
Santilia Wagner,"-49.3995","-27.69982",,
Juliano Wagner,"-49.3961","-27.69969",,
George Wagner,"-49.39488","-27.69925",,
Jaco Schuller,"-49.39411","-27.74894",,
Escola Velho Cordeiro,"-49.39292","-24.67661",,
Orival Althoff,"-49.39256","-27.715",,
Escola Nova Cordeiro,"-49.39247","-24.673",,
Antoninho Gamba,"-49.39012","-27.72253",,
Jairo Wagner,"-49.38988","-27.74639",,
Palmeira - 3,"-49.38948","-25.47973",,
Maria Andrade,"-49.38903","-27.76009",,
Palmeira - 2,"-49.38766","-25.47923",,
PR CT 53,"-49.38596","-25.47161",,
Jose Wagner,"-49.3854","-27.7482",SC,
PR CT 52,"-49.38499","-25.46955",,
Altamir Desplanches,"-49.38132","-24.7452",,
Hideraldo Ventura,"-49.37693","-27.7054",,
Benedito Chini I,"-49.37412","-27.76665",,
Fazenda Marrecas 8,"-49.36434","-24.64856",,
fazenda Marrecas I,"-49.35447","-24.64703",,
Pedro Amancio,"-49.35124","-24.74809",,
Rio das Oncas 6,"-49.34755","-25.72244",,
Rio das Oncas 5,"-49.34734","-25.72343",,
Rio das Oncas 2,"-49.34715","-25.7244",,
Fazenda Marrecas IV,"-49.34686","-24.64758",,
Botiatuvinha,"-49.34682","-25.38569",,
Balcino Wagner,"-49.3423","-27.69608",,
Fazenda Marrecas XIV,"-49.34192","-24.64757",,
Moranga 2,"-49.34064","-25.38222",,
Rio MauraÉa≠cio 2,"-49.33959","-25.72012",,
Moranga 5,"-49.33911","-25.38316",,
Fazenda Marrecas III,"-49.33689","-24.65433",,
Moranga 4,"-49.33424","-25.36954",,
Moranga 6,"-49.33243","-25.37505",,
Fazenda Marrecas XIII,"-49.33161","-24.64276",,
SaÉa≠tio Arqueologico de Mandirituba,"-49.3203","-25.7613",,
Walgimiro de Matos I,"-49.31521","-24.63513",,
Rio Tangua 1,"-49.31041","-25.35988",,
Ribeirao Grande,"-49.3079","-25.98711",,
Rio Tangua 3,"-49.30529","-25.3537",,
Arroio da Prensa 4,"-49.30127","-25.59148",,
Arroio da Prensa 3,"-49.29943","-25.59213",,
Cal do Iguacu 1,"-49.25207","-25.58319",,
Olaria Pelanda 2,"-49.25124","-25.58404",,
Cal do Iguacu 2,"-49.25034","-25.58451",,
Agostinho Toniolo,"-49.20799","-25.2874",,
Florido Strapasson,"-49.19927","-25.27445",,
Jag 20,"-49.16131","-28.77905",,
Rio Pequeno 2,"-49.13692","-25.52243",,
Rio Pequeno 3,"-49.13129","-25.53424",,
Pinheiro da Divisa 2,"-49.12988","-25.53585",,
Pinheiro da Divisa 1,"-49.12815","-25.53483",,
Represa Seca 2,"-49.12642","-25.53264",,
PR CT 01-98,"-49.12528","-25.42267",,
PR CT 60,"-49.12374","-25.49515",,
Capao,"-49.11501","-25.53396",,
Casa Subterranea,"-49.11441","-24.25829",,
Casa Subterranea 2,"-49.11124","-24.25344",,
PR CT 66,"-49.11066","-25.50255",,
PR CT 67,"-49.10354","-25.50743",,
PR CT 63,"-49.09863","-25.49642",,
PR CT 64,"-49.09863","-25.49642",,
Canteiro 5 Barragem Piraquara,"-49.09276","-25.48426",,
Canteiro 6 Barragem Piraquara,"-49.0922","-25.48314",,
Jag 19,"-49.09169","-28.73623",,
Canteiro 1 Barragem Piraquara,"-49.0909","-25.48618",,
Canteiro 3 Barragem Piraquara,"-49.09045","-25.48519",,
Canteiro 4 Barragem Piraquara,"-49.09023","-25.48428",,
Canteiro 2 Barragem Piraquara,"-49.08954","-25.48654",,
1 Eixo Barragem Piraquara,"-49.08896","-25.48864",,
Canteiro Asfalto Novo,"-49.08866","-25.48299",,
2 Eixo Barragem Piraquara,"-49.08863","-25.48954",,
Palmito Piraquara,"-49.08754","-25.49247",,
Coqueiro Piraquara 1,"-49.07465","-25.49841",,
PR.QB.01,"-49.06978","-25.36133",,
PR CT 57,"-49.05561","-25.35853",,
Pouso Alto,"-49.05194","-24.0798",,
Rio Florestal 1,"-49.04279","-25.35383",,
Lodacal,"-49.03252","-24.64012",,
PR BS 05,"-49.03209","-24.64631",,
Morros dos Anjos,"-49.01142","-24.65411",,
Vila Operaria 2,"-49.00774","-24.64826",,
Marica 2,"-49.00739","-24.6461",,
Estrutura escavada Pinheiro Seco,"-49.00176","-25.58247",,
Polaco,"-49.00095","-24.6607",,
Lago Verde,"-48.99871","-24.6664",,
Cruzeiro,"-48.99846","-24.66025",,
Muzel,"-48.97398","-24.16962",,
Abrigo de Itapeva,"-48.97388","-24.06424",,
Fraccaroli,"-48.96858","-24.05658",,
Ramos 2,"-48.9661","-24.06592",,
Morro do Gato,"-48.96546","-24.30358",,
Boa Vista,"-48.96519","-24.19427",,
Taquari,"-48.96468","-24.15822",,
Boa Vista2,"-48.96389","-24.19596",,
Mamangaba,"-48.9618","-24.16833",,
Sao Sebastiao,"-48.96048","-24.32622",,
Monjolada,"-48.95932","-24.28999",,
Cateto 3,"-48.95911","-24.1557",,
Leonir,"-48.9578","-24.32015",,
Cateto 2,"-48.95734","-24.16847",,
Pedra Grande 2,"-48.95638","-24.07952",,
Cateto,"-48.95482","-24.16602",,
Pedra Grande,"-48.95478","-24.08982",,
Louzarde,"-48.95258","-24.34216",,
Monjolada 2,"-48.95212","-24.28741",,
Monjolada 3,"-48.94919","-24.29144",,
Faxil,"-48.94656","-24.0245",,
Fa 4,"-48.91004","-24.61571",,
Quatis,"-48.90026","-24.35478",,
Gasbol 3,"-48.89512","-24.33309",,
Gasbol 1,"-48.88397","-24.31456",,
Fa 5,"-48.88252","-24.59629",,
SP - RI - 21,"-48.87878","-24.61378",,
SP - RI - 20,"-48.87174","-24.65191",,
Ribeiro 2,"-48.84929","-24.27452",,
SP - RI - 71,"-48.84899","-24.64248",,
SP - RI - 77,"-48.84189","-24.63542",,
Bertini,"-48.84157","-24.27778",,
Joao Milizirdo,"-48.84131","-23.67996",,
SP - RI - 70,"-48.8406","-24.59813",,
SP - RI - 50,"-48.84054","-24.61165",,
Pa 15,"-48.84028","-24.64749",,
Ribeiro,"-48.8395","-24.27581",,
Gasbol 8,"-48.83881","-24.25859",,
Pa 11,"-48.83743","-24.61692",,
Reta Lopes,"-48.83666","-24.25449",,
Neri,"-48.83414","-24.25859",,
Pa 12,"-48.83314","-24.62214",,
Guimaraes,"-48.83271","-24.25357",,
Pa 13,"-48.83107","-24.63868",,
Taquari-Mirim,"-48.8304","-24.24849",,
SP - RI - 82,"-48.82933","-24.60887",,
Olian,"-48.82701","-24.25437",,
SP - RI - 78,"-48.82657","-24.59655",,
Gasbol 5,"-48.82524","-24.23906",,
Tapera 2,"-48.82429","-24.25499",,
SP - RI - 81,"-48.82327","-24.6027",,
AraucaÉa°ria,"-48.81944","-24.27897",,
Mirante,"-48.81864","-24.24561",,
Queimada,"-48.81426","-24.27767",,
Gomes,"-48.8062","-24.28126",,
Maria Moura,"-48.80569","-24.03474",,
Pa 6,"-48.80455","-24.65515",,
Pa 5,"-48.80337","-24.6393",,
Rancho CaaÉa≠do,"-48.80127","-24.06023",,
Pinha,"-48.80035","-24.03742",,
Pereiras 2,"-48.79988","-24.22231",,
TraÉa™s aÉaÅguas 2,"-48.79777","-24.27368",,
TraÉa™s aÉaÅguas,"-48.79574","-24.27219",,
319 - OC 5,"-48.79133","-25.82592",,
Pa 9,"-48.79068","-24.6489",,
Galheta IV,"-48.78859","-28.56649",,
SP - RI - 22,"-48.7885","-24.65865",,
Paredao,"-48.78761","-24.03812",,
SP - RI - 83,"-48.7841","-24.66349",,
SP - RI - 34,"-48.78307","-24.65594",,
318 - OC 4,"-48.77988","-25.83195",,
SP - RI - 33,"-48.77844","-24.65",,
Pa 7,"-48.77717","-24.6437",,
Gu 5,"-48.7657","-24.68427",,
Re,"-48.76217","-24.6724",,
Morus,"-48.75318","-24.05539",,
Mm,"-48.73027","-24.68115",,
Mendes,"-48.7197","-24.00508",,
Bv,"-48.70873","-24.67864",,
SP - RI - 25,"-48.66633","-24.68071",,
346 - OC 32,"-48.66141","-25.9668",,
Rio das Pedras,"-48.64851","-25.52416",,
Cabecudas,"-48.62967","-26.92933",,
Praia das Laranjeiras II,"-48.58911","-26.9973",,
Arlindo Cruz,"-48.58772","-24.09642",,
Praia da Tapera,"-48.57016","-27.68764",,
Base Aerea,"-48.5676","-27.67727",,
SP - GA - 108,"-48.54956","-24.64141",,
SP - GA - 91,"-48.54394","-24.64816",,
Id,"-48.54087","-24.88935",,
Forte Marechal Luz,"-48.53611","-26.17008",,
SP - GA - 50,"-48.51703","-24.81846",,
SP - GA - 90,"-48.51204","-24.8561",,
SP - GA - 40,"-48.50706","-24.80795",,
SP - GA - 39,"-48.50454","-24.81656",,
SC-LN-71,"-48.50348","-26.23557",,
SG 11,"-48.50003","-24.88516",,
Rio do Meio,"-48.49791","-27.43992",,
SP - GA - 38,"-48.49663","-24.8116",,
SP - GA - 51,"-48.4957","-24.84052",,
SG 14,"-48.49106","-24.90317",,
SG 12,"-48.48937","-24.88256",,
SG 10,"-48.48839","-24.85855",,
SP - GA - 37,"-48.48706","-24.81751",,
SG 13,"-48.48442","-24.89527",,
IT3 / Rio do Poco 2,"-48.47995","-25.25903",,
SP-GA-31,"-48.47723","-24.76886",,
SP - GA - 54,"-48.47658","-24.80385",,
SP - GA - 49,"-48.47523","-24.92523",,
SP-GA-52,"-48.4749","-24.90602",,
SP-GA-30,"-48.4747","-24.74061",,
SP - GA - 76,"-48.46848","-24.93241",,
SP - GA - 44,"-48.46819","-24.78506",,
IT11 / Itaqui 1,"-48.45337","-25.3272",,
SP - GA - 53,"-48.44212","-24.80164",,
Santa Terezinha III,"-51.9787749","-26.5733524",,
SC-CL-67,"-50.8231666","-27.4735277",,
SC-CL-64,"-50.7220833","-27.5968055",,
SC-CL-63,"-50.7189166","-27.60275",,
SC-CL-65,"-50.7143611","-27.6450555",,
SC-CL-95,"-50.7088333","-27.4753611",,
SC-CL-84,"-50.7081388","-27.5371111",,
SC-CL-83,"-50.7028055","-27.4630833",,
SC-CL-85,"-50.6993888","-27.5302222",,
SC-CL-87,"-50.6943611","-27.5013055",,
SC-CL-82,"-50.689","-27.4674722",,
SC-CL-81,"-50.6885555","-27.4684722",,
SC-CL-88,"-50.6836944","-27.4990555",,
SC-CL-86,"-50.6831111","-27.5087222",,
SC-CL-89,"-50.6610277","-27.5089722",,
SC-CL-90,"-50.6602777","-27.5079722",,
SC-CL-68,"-50.6594166","-27.543",,
SC-CL-69,"-50.65775","-27.5437222",,
SC-CL-91,"-50.6546388","-27.5114444",,
SC-CL-74,"-50.6442777","-27.5655",,
SC-CL-75,"-50.6415","-27.5083611",,
SC-CL-76,"-50.6396388","-27.5072777",,
SC-CL-71 1,"-50.6288888","-27.5302777",,
SC-CL-71 2,"-50.6276111","-27.5292777",,
SC-CL-70,"-50.627575","-27.5274611",,
SC-CL-52-a,"-50.6103055","-27.6376388",,
SC-CL-97,"-50.5703611","-27.5976388",,
SC-CL- 96,"-50.5651111","-27.59925",,
SC-CL-42,"-50.5401944","-27.7023222",,
SC-CL-41,"-50.3733033","-27.72",,
anderman urubici 21,"-49.5765883","-27.9903543",,
bonin urubici 31,"-49.5496356","-27.9985298",,
mazzon 2,"-49.5448832","-28.0010699",,
Maracaju 1,"-55.39","-21.774",,
Rio Amambai 1,"-55.164","-23.964",MS,
Linha Uruguay Sul 1,"-55.05","-27.817",,
Barra do Santo Cristo 1,"-54.72","-27.568",RS,
Itajuba 1,"-54.668","-27.544",RS,
Tres Bocas 2,"-54.656","-27.529",,
PR-FI-22,"-54.603","-25.445",PR,
Rio Dois Irmaos,"-54.578","-25.397",,
Fazenda Do Carlota 4,"-54.574","-25.545",,
Lagoa Seca,"-54.509","-25.463",,
PR-FI-98,"-54.484","-25.285",PR,
PR-FI-100,"-54.48","-25.27",PR,
PR-FI-97,"-54.48","-25.28",PR,
PR-FI-99,"-54.48","-25.25",PR,
Borevi 2,"-54.478","-25.269",,
Fazenda Do Carlota 2,"-54.472","-25.52",,
PR-FI-140,"-54.46","-25.2",PR,
PR-FI-104,"-54.459","-25.197",PR,
Borevi 1,"-54.456","-25.396",,
PR-FI-103,"-54.45","-25.2",PR,
Paineira,"-54.442","-25.208",,
PR-FI-127,"-54.41","-24.93",PR,
Porto Estamata,"-54.388","-25.172",,
Cafezal 2,"-54.369","-25.238",,
PR-FI-118,"-54.359","-24.78",PR,
Foz do Bela Vista 1,"-54.356","-25.39",,
PR-FI-112,"-54.35","-24.75",PR,
Fazenda Do Carlota 1,"-54.325","-25.299",,
PR-FO-6,"-54.265","-24.076",PR,
PR-FO-3,"-54.254","-24.077",PR,
RS-SM-7,"-54.25","-29.55",RS,
PR-FO-4,"-54.25","-24.07",PR,
Sete Quedas 3,"-54.247","-24.077",,
IBM-14,"-54.22","-29.55",RS,
RS-VZ-52,"-54.07","-27.3",RS,
Alto Para 46,"-54.042","-23.597",MS,
Taquapelagai,"-54.03","-25.501",,
RS-VZ-43,"-53.74","-27.34",RS,
Jaboticaba 1,"-53.733","-27.167",RS,
Rio Uruguai,"-53.73","-27.17",SC,
Rio Ivinhema 1,"-53.715","-23.244",MS,
Arnildo Drew,"-53.644","-29.678",RS,
Albino Mazzari,"-53.6","-29.48",RS,
Emilio Kieffer,"-53.555","-29.659",RS,
Elias Dal Pra,"-53.55","-29.689",RS,
RS-MJ-50b,"-53.55","-29.689",RS,
Eri Rampellotto,"-53.536","-29.532",RS,
Cerro do Tope,"-53.49","-29.52",RS,
Varzea dos Bugres,"-53.48","-29.52",RS,
Barra Escondida I,"-53.433","-27.133",SC,
Itapiranga,"-53.417","-27.2",SC,
Joao B Cantarelli,"-53.383","-29.824",RS,
Arldo M Silva,"-53.38","-29.85",RS,
MT-IV-2,"-53.333","-23.667",,
Lincoln Steuergel,"-53.332","-29.417",RS,
MS-IV-1,"-53.33","-22.72",MS,
MS-IV-2,"-53.32","-22.71",MS,
Jeronimo Rodrigues,"-53.249","-29.761",RS,
Toto,"-53.249","-29.761",RS,
Capane 3,"-53.17","-29.836",RS,
Valdeci Scapini,"-53.13","-29.42",RS,
Caxambu do Sul 1,"-53.083","-27.117",SC,
Joao A Guarantier,"-53.033","-27.083",SC,
Sao Carlos,"-53.017","-27.1",SC,
Baia da Onca 1,"-52.925","-22.398",MS,
Jose Vieira,"-52.908","-23.363",,
Bento Prestes,"-52.892","-30.845",RS,
Jose Vieira,"-52.89","-23.27",PR,
Lagoa do Custodio 1,"-52.869","-22.384",,
MS-PR-86,"-52.86","-22.38",MS,
Pesqueiro Barragem de Rosa,"-52.856","-22.641",,
Rio Pardo 4,"-52.785","-22.186",MS,
PR-QN-2,"-52.77","-23.27",PR,
Ribeirao Quiteroi 6,"-52.703","-22.136",MS,
Aurelio C Berrdes,"-52.681","-29.729",,
Reildo Kappel,"-52.681","-29.729",,
RS-MJ-90,"-52.681","-29.729",RS,
RS-SM-5,"-52.681","-29.729",RS,
Quiteroi 5,"-52.661","-22.159",MS,
Ribeirao Quiteroi 1,"-52.628","-22.207",MS,
Rio Pardo 7,"-52.621","-21.707",MS,
PR-ST-1,"-52.6","-23.32",PR,
PR-FL-05,"-52.591","-23.316",PR,
SC-VP-38,"-52.508","-27.271",SC,
MS-PD-6,"-52.5","-21.703",MS,
MT-IV-1,"-52.5","-23.5",,
Porto de Areia 2,"-52.5","-23.501",,
Rancho Leoncio 2,"-52.5","-23.5",,
Rio Condor 3,"-52.5","-23.5",,
Rio Condor 5,"-52.5","-23.5",,
Sitio Geraldo,"-52.5","-23.5",,
Ribeirao Quiteroizinho 1,"-52.493","-22.113",MS,
Corrego Uere,"-52.431","-21.703",,
Corrego Caraguata 2,"-52.421","-21.94",,
PSGPA-04,"-52.405","-31.49",RS,
Ribes,"-52.405","-31.503",,
Lagoa 1,"-52.399","-22.097",MS,
Lagoa Ariranha 1,"-52.399","-22.097",MS,
Quiteroi 1,"-52.399","-22.097",MS,
Corrego S Lourenco 1,"-52.377","-22.018",MS,
Restaurante Ivai 2,"-52.333","-23.501",,
Segunda Corredeira,"-52.333","-23.5",,
PR-FL-13,"-52.321","-23.549",PR,
PR-FL-15,"-52.32","-23.54",PR,
PR-FL-21,"-52.28","-23.58",PR,
PR-FL-23,"-52.28","-23.6",PR,
Fazenda Soares,"-52.222","-31.847",RS,
PS-03,"-52.195","-31.711",RS,
Camping,"-52.174","-31.712",,
PS-02,"-52.174","-31.698",RS,
RS-T-101,"-52.15","-29.24",RS,
RS-T-114,"-52.12","-29.289",,
RS-T-114,"-52.119","-29.277",RS,
Alto Para 8,"-52.106","-21.541",MS,
MS-PR-40,"-52.073","-21.503",MS,
MS-PR-41,"-52.067","-21.492",MS,
MS-PR-35,"-52.058","-21.631",MS,
Ilha Agua Limpa 1,"-52.028","-21.44",,
MS-PR-48,"-52.019","-21.417",MS,
Rio Taquari 1,"-52.019","-21.417",MS,
Rio Taquari 4,"-52.019","-21.417",MS,
Corrego Azul 1,"-52.018","-21.428",,
MS-PR-46,"-52.018","-21.427",MS,
Alto Para 12,"-51.993","-21.511",MS,
Alto Para 14,"-51.993","-21.511",MS,
MS-PR-45,"-51.98","-21.5",MS,
Cabeceira Perdida 1,"-51.971","-21.24",MS,
MS-VD-2,"-51.89","-21.18",MS,
Ilha Verde 2,"-51.878","-21.209",MS,
Rio Taquari 2,"-51.878","-21.209",,
MS-PR-64,"-51.824","-21.119",MS,
MS-PR-71,"-51.81","-21.11",MS,
MD-1,"-51.78","-20.96",MS,
SC-U-368,"-51.768","-27.533",SC,
Alvim,"-51.755","-22.603",SP,
Joaquim Bosquero,"-51.75","-27.498",SC,
MS-PR-85,"-51.66","-20.93",MS,
MS-PR-90,"-51.61","-20.91",MS,
MS-PR-96,"-51.61","-20.91",MS,
Adolfo Schenkel,"-51.565","-29.372",RS,
Santa Rita,"-51.533","-29.981",,
Joao Batista,"-51.506","-24.214",PR,
Alvim,"-51.499","-22.319",,
Bom Jardim Velho,"-51.373","-29.629",,
Ilha Francisco Manuel,"-51.163","-30.265",RS,
Porto Casanova,"-51.121","-22.634",,
Porto Casanova 2,"-51.05","-22.767",SP,
PR-UV-16,"-51.04","-26.23",PR,
Sete Quedas 2,"-51.034","-26.084",,
Ragil II,"-51.033","-22.757",SP,
Ragil,"-51.029","-22.738",SP,
Elevatorio de aguas,"-51","-26.167",,
Neves,"-50.967","-22.348",SP,
Palmeira 2,"-50.917","-29.667",RS,
PR-SA-44,"-50.88","-24.09",PR,
PR-SA-9,"-50.68","-24.01",PR,
PR-SA-5,"-50.64","-24.01",PR,
Lagoa da Porteira 1,"-50.605","-30.431",RS,
RS-LC-82,"-50.605","-30.431",RS,
PR-SA-1,"-50.57","-24.02",PR,
Figueira,"-50.51","-22.91",SP,
Pajeu,"-50.51","-22.91",SP,
Marolo,"-50.4","-22.77",SP,
PR-RP-11,"-50.33","-24",PR,
PR-RP-12,"-50.32","-24",PR,
Paso Fundo,"-50.217","-29.933",RS,
PR WB 2,"-50.12","-23.98",PR,
Bassani,"-50.083","-29.767",RS,
Peroba,"-50.04","-22.88",SP,
Martins,"-50.01","-22.63",SP,
Corredeira dos Caiua,"-50","-22.917",,
PR-JA-2,"-49.99","-22.9",PR,
PR-WB-7,"-49.96","-23.96",PR,
Morro Bonito 1,"-49.884","-28.617",,
Morro Bonito I,"-49.884","-23.583",SC,
PR-WB-15,"-49.87","-23.95",PR,
Acampamento Tres,"-49.6","-23.583",SP,
Rio Ferraria 1,"-49.53","-25.476",,
Camargo,"-49.417","-23.167",SP,
Camargo II,"-49.41","-23.16",SP,
Rio Parapanema,"-49.41","-24.097",,
Coli,"-49.38","-23.18",SP,
Nunes,"-49.38","-23.18",SP,
Piapara,"-49.38","-23.18",SP,
PR-CT-54,"-49.38","-25.47",PR,
Piracanjuba,"-49.37","-23.14",SP,
Almeida,"-49.35","-23.283",SP,
Bersi,"-49.34","-23.4",SP,
Aldeia da Lagoa Mae Luzia,"-49.323","-28.866",SC,
ARA-10,"-49.32","-28.87",SC,
Alves,"-49.316","-23.25",SP,
Aldeia do Cemiterio Lagoa dos Esteves,"-49.296","-28.841",SC,
OlhoDagua 1,"-49.197","-28.792",,
Olho Dagua I,"-49.19","-28.78",SC,
Arroio Corrente V,"-49.036","-28.674",SC,
Arroio Corriente 5,"-49.036","-28.685",,
Sibelco,"-48.999","-28.61",SC,
Morro Bonito 3,"-48.992","-28.613",,
Morro Bonito III,"-48.992","-28.601",RS,
Morro Bonito 2,"-48.984","-28.609",,
Morro Bonito II,"-48.984","-28.597",SC,
Bianco,"-48.946","-24.024",SP,
Laranjal 1,"-48.938","-28.62",,
Laranjal I,"-48.938","-28.608",SC,
Fonseca,"-48.91","-23.75",SP,
Poco Grande,"-48.844","-26.445",RS,
Cabecuda 2,"-48.81","-28.44",SC,
Caieira,"-48.77","-28.43",SC,
SC-MA-01,"-48.76","-28.45",SC,
Aldeia da ZPE,"-48.697","-28.217",SC,
SC-AR-1,"-48.68","-28.12",SC,
SC-AW-1,"-48.66","-28.22",SC,
SC-PR-1,"-48.66","-28.22",SC,
Praia da Tapera,"-48.501","-27.594",SC,
Panema,"-48.48","-23.59",SP,
Campi,"-48.477","-23.58",SP,
Jango Luis,"-48.43","-23.5",SP,
Sao Roque,"-48.41","-23.48",SP,
SC-PRV-1,"-48.41","-27.48",SC,
Areias Grandes,"-48.663265","-26.388396",,Araquari
Areias Pequenas,"-48.6888637","-26.3649139",,Barra do Sul
Areias Pequenas II,"-48.6924097","-26.3598991",,Barra do Sul
Arroio Tamarino,"-48.65282","-26.2729239",,SFS
Aterro Sanit·rio,"-48.9034498","-26.2474347",,Jlle
Barra do Sul,"-48.6088662","-26.466525",,Barra do Sul
Barranca do Rio Parati I,"-48.7003186","-26.3581401",,Araquari
Barranca do Rio Parati II,"-48.7087382","-26.3584195",,Araquari
Barrancos I,"-48.7716107","-26.1445271",,Garuva
Barrancos II,"-48.7829551","-26.1125262",,Garuva
Bupeva I,"-48.6037427","-26.4481194",,SFS
Bupeva II,"-48.6012589","-26.4470309",,SFS
Bupeva III,"-48.6044702","-26.442031",,SFS
Bupeva VII,"-48.6082686","-26.4425639",,SFS
Bupeva VIII,"-48.6050643","-26.4399653",,SFS
Cacurucu I,"-48.6440373","-26.3863569",,Barra do Sul
Cacurucu II,"-48.6467794","-26.3880085",,Barra do Sul
Cacurucu III,"-48.6440113","-26.387638",,Barra do Sul
Caieira,"-48.7931932","-26.3060363",,SFS
Capivaru I,"-48.534807","-26.2484832",,SFS
Capivaru II,"-48.559918","-26.259904",,SFS
Capivaru IV,"-48.5538264","-26.2501712",,SFS
Capri II,"-48.5550272","-26.1922992",,SFS
Casa de Pedra,"-48.5651196","-26.3376482",,SFS
Conquista,"-48.6719837","-26.4118132",,Barra do Sul
Conquista II,"-48.6658564","-26.391579",,Barra do Sul
Costeira,"-48.6309012","-26.4388169",,Barra do Sul
Cubat„o I,"-48.7724096","-26.2040262",,Jlle
Cubat„o II,"-48.7797946","-26.2034274",,Jlle
Cubat„o III,"-48.781815","-26.2045146",,Jlle
Cubat„o IV,"-48.7728834","-26.2153965",,Jlle
Cubat„ozinho,"-48.7824452","-26.2224579",,Jlle
Enseada I,"-48.4997921","-26.2339081",,SFS
Espinheiros I,"-48.793094","-26.2843107",,Jlle
Espinheiros II,"-48.7927799","-26.2839809",,Jlle
Faisqueira I,"-48.6988907","-26.5991888",,Barra Velha
Faisqueira II,"-48.695312","-26.6004304",,Barra Velha
Fazendinha,"-48.7407896","-26.2968448",,Jlle
Figueira do Pontal,"-48.603378","-26.1798017",,Itapo·
Forte Marechal Luz,"-48.5322754","-26.1654869",,SFS
Gravata,"-48.7613409","-26.2851183",,Jlle
Guanabara I,"-48.8230021","-26.3211585",,Jlle
Guanabara II,"-48.8254943","-26.3180284",,Jlle
